Geography Name,Geography Type,Year,Hour of Day,Avg. Demand (kW),County
"Portland, OR WA",city,2024,22,11.8,portland
"Portland, OR WA",city,2024,23,10.8,portland
"Prince George's County, DC VA",county,2024,0,5.2,prince george's county
"Prince George's County, DC VA",county,2024,1,4.5,prince george's county
"Prince George's County, DC VA",county,2024,2,4,prince george's county
"Prince George's County, DC VA",county,2024,3,3.6,prince george's county
"Prince George's County, DC VA",county,2024,4,3.3,prince george's county
"Prince George's County, DC VA",county,2024,5,3,prince george's county
"Prince George's County, DC VA",county,2024,6,2.6,prince george's county
"Prince George's County, DC VA",county,2024,7,2,prince george's county
"Prince George's County, DC VA",county,2024,8,1.7,prince george's county
"Prince George's County, DC VA",county,2024,9,1.7,prince george's county
"Prince George's County, DC VA",county,2024,10,1.8,prince george's county
"Prince George's County, DC VA",county,2024,11,2,prince george's county
"Prince George's County, DC VA",county,2024,12,2.4,prince george's county
"Prince George's County, DC VA",county,2024,13,2.7,prince george's county
"Prince George's County, DC VA",county,2024,14,3,prince george's county
"Prince George's County, DC VA",county,2024,15,3.5,prince george's county
"Prince George's County, DC VA",county,2024,16,4.4,prince george's county
"Prince George's County, DC VA",county,2024,17,5.8,prince george's county
"Prince George's County, DC VA",county,2024,18,6.8,prince george's county
"Prince George's County, DC VA",county,2024,19,7.3,prince george's county
"Prince George's County, DC VA",county,2024,20,7.6,prince george's county
"Prince George's County, DC VA",county,2024,21,7.5,prince george's county
"Prince George's County, DC VA",county,2024,22,6.9,prince george's county
"Prince George's County, DC VA",county,2024,23,6.1,prince george's county
"Prince William County, DC VA",county,2024,0,1.5,prince william county
"Prince William County, DC VA",county,2024,1,1.4,prince william county
"Prince William County, DC VA",county,2024,2,1.1,prince william county
"Prince William County, DC VA",county,2024,3,1,prince william county
"Prince William County, DC VA",county,2024,4,0.9,prince william county
"Prince William County, DC VA",county,2024,5,0.9,prince william county
"Prince William County, DC VA",county,2024,6,0.8,prince william county
"Prince William County, DC VA",county,2024,7,0.6,prince william county
"Prince William County, DC VA",county,2024,8,0.6,prince william county
"Prince William County, DC VA",county,2024,9,0.5,prince william county
"Prince William County, DC VA",county,2024,10,0.6,prince william county
"Prince William County, DC VA",county,2024,11,0.6,prince william county
"Prince William County, DC VA",county,2024,12,0.7,prince william county
"Prince William County, DC VA",county,2024,13,0.8,prince william county
"Prince William County, DC VA",county,2024,14,0.9,prince william county
"Prince William County, DC VA",county,2024,15,1,prince william county
"Prince William County, DC VA",county,2024,16,1.2,prince william county
"Prince William County, DC VA",county,2024,17,1.7,prince william county
"Prince William County, DC VA",county,2024,18,1.9,prince william county
"Prince William County, DC VA",county,2024,19,2.2,prince william county
"Prince William County, DC VA",county,2024,20,2.2,prince william county
"Prince William County, DC VA",county,2024,21,2.2,prince william county
"Prince William County, DC VA",county,2024,22,2,prince william county
"Prince William County, DC VA",county,2024,23,1.8,prince william county
"Prince William County, VA",county,2024,0,25.1,prince william county
"Prince William County, VA",county,2024,1,22,prince william county
"Prince William County, VA",county,2024,2,19.2,prince william county
"Prince William County, VA",county,2024,3,17.3,prince william county
"Prince William County, VA",county,2024,4,15.7,prince william county
"Prince William County, VA",county,2024,5,14.2,prince william county
"Prince William County, VA",county,2024,6,12.6,prince william county
"Prince William County, VA",county,2024,7,10,prince william county
"Prince William County, VA",county,2024,8,8.4,prince william county
"Prince William County, VA",county,2024,9,8.1,prince william county
"Prince William County, VA",county,2024,10,8.8,prince william county
"Prince William County, VA",county,2024,11,10,prince william county
"Prince William County, VA",county,2024,12,11.6,prince william county
"Prince William County, VA",county,2024,13,12.8,prince william county
"Prince William County, VA",county,2024,14,14.4,prince william county
"Prince William County, VA",county,2024,15,16.8,prince william county
"Prince William County, VA",county,2024,16,21,prince william county
"Prince William County, VA",county,2024,17,27.6,prince william county
"Prince William County, VA",county,2024,18,32.4,prince william county
"Prince William County, VA",county,2024,19,34.9,prince william county
"Prince William County, VA",county,2024,20,36.4,prince william county
"Prince William County, VA",county,2024,21,35.7,prince william county
"Prince William County, VA",county,2024,22,33.2,prince william county
"Prince William County, VA",county,2024,23,29.5,prince william county
"Raleigh, NC",city,2024,0,63.1,raleigh
"Raleigh, NC",city,2024,1,55.3,raleigh
"Raleigh, NC",city,2024,2,48.3,raleigh
"Raleigh, NC",city,2024,3,43.4,raleigh
"Raleigh, NC",city,2024,4,39.3,raleigh
"Raleigh, NC",city,2024,5,35.7,raleigh
"Raleigh, NC",city,2024,6,31.6,raleigh
"Raleigh, NC",city,2024,7,25.1,raleigh
"Raleigh, NC",city,2024,8,21,raleigh
"Raleigh, NC",city,2024,9,20.2,raleigh
"Raleigh, NC",city,2024,10,21.8,raleigh
"Raleigh, NC",city,2024,11,25,raleigh
"Raleigh, NC",city,2024,12,29,raleigh
"Raleigh, NC",city,2024,13,32.2,raleigh
"Raleigh, NC",city,2024,14,36.1,raleigh
"Raleigh, NC",city,2024,15,42.4,raleigh
"Raleigh, NC",city,2024,16,52.7,raleigh
"Raleigh, NC",city,2024,17,69.2,raleigh
"Raleigh, NC",city,2024,18,81.4,raleigh
"Raleigh, NC",city,2024,19,87.5,raleigh
"Raleigh, NC",city,2024,20,91.4,raleigh
"Raleigh, NC",city,2024,21,89.5,raleigh
"Raleigh, NC",city,2024,22,83.3,raleigh
"Raleigh, NC",city,2024,23,74.3,raleigh
"Ramsey County, MN",county,2024,0,4.8,ramsey county
"Ramsey County, MN",county,2024,1,3.9,ramsey county
"Ramsey County, MN",county,2024,2,2.8,ramsey county
"Ramsey County, MN",county,2024,3,1.8,ramsey county
"Ramsey County, MN",county,2024,4,1.1,ramsey county
"Ramsey County, MN",county,2024,5,0.7,ramsey county
"Ramsey County, MN",county,2024,6,0.5,ramsey county
"Ramsey County, MN",county,2024,7,0.3,ramsey county
"Ramsey County, MN",county,2024,8,0.2,ramsey county
"Ramsey County, MN",county,2024,9,0.2,ramsey county
"Ramsey County, MN",county,2024,10,0.2,ramsey county
"Ramsey County, MN",county,2024,11,0.3,ramsey county
"Ramsey County, MN",county,2024,12,0.3,ramsey county
"Ramsey County, MN",county,2024,13,0.5,ramsey county
"Ramsey County, MN",county,2024,14,0.5,ramsey county
"Ramsey County, MN",county,2024,15,0.5,ramsey county
"Ramsey County, MN",county,2024,16,0.6,ramsey county
"Ramsey County, MN",county,2024,17,0.8,ramsey county
"Ramsey County, MN",county,2024,18,0.9,ramsey county
"Ramsey County, MN",county,2024,19,0.9,ramsey county
"Ramsey County, MN",county,2024,20,1.6,ramsey county
"Ramsey County, MN",county,2024,21,2.7,ramsey county
"Ramsey County, MN",county,2024,22,3.8,ramsey county
"Ramsey County, MN",county,2024,23,4.7,ramsey county
"Richmond, VA",city,2024,0,25.2,richmond
"Richmond, VA",city,2024,1,22,richmond
"Richmond, VA",city,2024,2,19.3,richmond
"Richmond, VA",city,2024,3,17.4,richmond
"Richmond, VA",city,2024,4,15.7,richmond
"Richmond, VA",city,2024,5,14.2,richmond
"Richmond, VA",city,2024,6,12.6,richmond
"Richmond, VA",city,2024,7,10,richmond
"Richmond, VA",city,2024,8,8.4,richmond
"Richmond, VA",city,2024,9,8.1,richmond
"Richmond, VA",city,2024,10,8.8,richmond
"Richmond, VA",city,2024,11,10,richmond
"Richmond, VA",city,2024,12,11.6,richmond
"Richmond, VA",city,2024,13,12.8,richmond
"Richmond, VA",city,2024,14,14.4,richmond
"Richmond, VA",city,2024,15,16.9,richmond
"Richmond, VA",city,2024,16,21.1,richmond
"Richmond, VA",city,2024,17,27.7,richmond
"Richmond, VA",city,2024,18,32.5,richmond
"Richmond, VA",city,2024,19,35,richmond
"Richmond, VA",city,2024,20,36.6,richmond
"Richmond, VA",city,2024,21,35.8,richmond
"Richmond, VA",city,2024,22,33.3,richmond
"Richmond, VA",city,2024,23,29.7,richmond
"Riverside County, CA",county,2024,0,4,riverside county
"Riverside County, CA",county,2024,1,3.5,riverside county
"Riverside County, CA",county,2024,2,3.1,riverside county
"Riverside County, CA",county,2024,3,2.7,riverside county
"Riverside County, CA",county,2024,4,2.5,riverside county
"Riverside County, CA",county,2024,5,2.3,riverside county
"Riverside County, CA",county,2024,6,2,riverside county
"Riverside County, CA",county,2024,7,1.6,riverside county
"Riverside County, CA",county,2024,8,1.4,riverside county
"Riverside County, CA",county,2024,9,1.2,riverside county
"Riverside County, CA",county,2024,10,1.4,riverside county
"Riverside County, CA",county,2024,11,1.6,riverside county
"Riverside County, CA",county,2024,12,1.8,riverside county
"Riverside County, CA",county,2024,13,2,riverside county
"Riverside County, CA",county,2024,14,2.3,riverside county
"Riverside County, CA",county,2024,15,2.7,riverside county
"Riverside County, CA",county,2024,16,3.4,riverside county
"Riverside County, CA",county,2024,17,4.4,riverside county
"Riverside County, CA",county,2024,18,5.1,riverside county
"Riverside County, CA",county,2024,19,5.6,riverside county
"Riverside County, CA",county,2024,20,5.8,riverside county
"Riverside County, CA",county,2024,21,5.7,riverside county
"Riverside County, CA",county,2024,22,5.3,riverside county
"Riverside County, CA",county,2024,23,4.8,riverside county
"Roanoke, VA",city,2024,0,35.3,roanoke
"Roanoke, VA",city,2024,1,30.9,roanoke
"Roanoke, VA",city,2024,2,27,roanoke
"Roanoke, VA",city,2024,3,24.3,roanoke
"Roanoke, VA",city,2024,4,22,roanoke
"Roanoke, VA",city,2024,5,20,roanoke
"Roanoke, VA",city,2024,6,17.7,roanoke
"Roanoke, VA",city,2024,7,14.1,roanoke
"Roanoke, VA",city,2024,8,11.8,roanoke
"Roanoke, VA",city,2024,9,11.4,roanoke
"Roanoke, VA",city,2024,10,12.3,roanoke
"Roanoke, VA",city,2024,11,14.1,roanoke
"Roanoke, VA",city,2024,12,16.2,roanoke
"Roanoke, VA",city,2024,13,18.1,roanoke
"Roanoke, VA",city,2024,14,20.2,roanoke
"Roanoke, VA",city,2024,15,23.8,roanoke
"Roanoke, VA",city,2024,16,29.5,roanoke
"Roanoke, VA",city,2024,17,38.9,roanoke
"Roanoke, VA",city,2024,18,45.6,roanoke
"Roanoke, VA",city,2024,19,49.1,roanoke
"Roanoke, VA",city,2024,20,51.2,roanoke
"Roanoke, VA",city,2024,21,50.2,roanoke
"Roanoke, VA",city,2024,22,46.7,roanoke
"Roanoke, VA",city,2024,23,41.6,roanoke
"Roseville, CA",city,2024,0,2.2,roseville
"Roseville, CA",city,2024,1,1.9,roseville
"Roseville, CA",city,2024,2,1.7,roseville
"Roseville, CA",city,2024,3,1.5,roseville
"Roseville, CA",city,2024,4,1.4,roseville
"Roseville, CA",city,2024,5,1.2,roseville
"Roseville, CA",city,2024,6,1.1,roseville
"Roseville, CA",city,2024,7,0.9,roseville
"Roseville, CA",city,2024,8,0.7,roseville
"Roseville, CA",city,2024,9,0.7,roseville
"Roseville, CA",city,2024,10,0.8,roseville
"Roseville, CA",city,2024,11,0.9,roseville
"Roseville, CA",city,2024,12,1,roseville
"Roseville, CA",city,2024,13,1.1,roseville
"Roseville, CA",city,2024,14,1.2,roseville
"Roseville, CA",city,2024,15,1.5,roseville
"Roseville, CA",city,2024,16,1.8,roseville
"Roseville, CA",city,2024,17,2.4,roseville
"Roseville, CA",city,2024,18,2.8,roseville
"Roseville, CA",city,2024,19,3.1,roseville
"Roseville, CA",city,2024,20,3.2,roseville
"Roseville, CA",city,2024,21,3.1,roseville
"Roseville, CA",city,2024,22,2.8,roseville
"Roseville, CA",city,2024,23,2.6,roseville
"Sacramento County, CA",county,2024,0,72.2,sacramento county
"Sacramento County, CA",county,2024,1,61.1,sacramento county
"Sacramento County, CA",county,2024,2,49.7,sacramento county
"Sacramento County, CA",county,2024,3,39.9,sacramento county
"Sacramento County, CA",county,2024,4,32,sacramento county
"Sacramento County, CA",county,2024,5,26.7,sacramento county
"Sacramento County, CA",county,2024,6,22.7,sacramento county
"Sacramento County, CA",county,2024,7,18,sacramento county
"Sacramento County, CA",county,2024,8,15,sacramento county
"Sacramento County, CA",county,2024,9,14.3,sacramento county
"Sacramento County, CA",county,2024,10,15.5,sacramento county
"Sacramento County, CA",county,2024,11,17.6,sacramento county
"Sacramento County, CA",county,2024,12,20.5,sacramento county
"Sacramento County, CA",county,2024,13,22.7,sacramento county
"Sacramento County, CA",county,2024,14,25.2,sacramento county
"Sacramento County, CA",county,2024,15,29.5,sacramento county
"Sacramento County, CA",county,2024,16,36.7,sacramento county
"Sacramento County, CA",county,2024,17,48.2,sacramento county
"Sacramento County, CA",county,2024,18,56.5,sacramento county
"Sacramento County, CA",county,2024,19,60.8,sacramento county
"Sacramento County, CA",county,2024,20,67.6,sacramento county
"Sacramento County, CA",county,2024,21,74.3,sacramento county
"Sacramento County, CA",county,2024,22,77.7,sacramento county
"Sacramento County, CA",county,2024,23,78.2,sacramento county
"Sacramento, CA",city,2024,0,59.2,sacramento
"Sacramento, CA",city,2024,1,48.5,sacramento
"Sacramento, CA",city,2024,2,36.7,sacramento
"Sacramento, CA",city,2024,3,25.6,sacramento
"Sacramento, CA",city,2024,4,16.8,sacramento
"Sacramento, CA",city,2024,5,11.6,sacramento
"Sacramento, CA",city,2024,6,8.9,sacramento
"Sacramento, CA",city,2024,7,6.8,sacramento
"Sacramento, CA",city,2024,8,5.7,sacramento
"Sacramento, CA",city,2024,9,5.3,sacramento
"Sacramento, CA",city,2024,10,5.7,sacramento
"Sacramento, CA",city,2024,11,6.4,sacramento
"Sacramento, CA",city,2024,12,7.5,sacramento
"Sacramento, CA",city,2024,13,8.4,sacramento
"Sacramento, CA",city,2024,14,9.1,sacramento
"Sacramento, CA",city,2024,15,10.3,sacramento
"Sacramento, CA",city,2024,16,12.8,sacramento
"Sacramento, CA",city,2024,17,16.8,sacramento
"Sacramento, CA",city,2024,18,19.7,sacramento
"Sacramento, CA",city,2024,19,21.1,sacramento
"Sacramento, CA",city,2024,20,28.5,sacramento
"Sacramento, CA",city,2024,21,40.6,sacramento
"Sacramento, CA",city,2024,22,50.9,sacramento
"Sacramento, CA",city,2024,23,59.1,sacramento
"Salem, OR WA",city,2024,0,3.3,salem
"Salem, OR WA",city,2024,1,2.6,salem
"Salem, OR WA",city,2024,2,1.9,salem
"Salem, OR WA",city,2024,3,1.1,salem
"Salem, OR WA",city,2024,4,0.6,salem
"Salem, OR WA",city,2024,5,0.2,salem
"Salem, OR WA",city,2024,6,0.1,salem
"Salem, OR WA",city,2024,7,0.1,salem
"Salem, OR WA",city,2024,8,0,salem
"Salem, OR WA",city,2024,9,0,salem
"Salem, OR WA",city,2024,10,0,salem
"Salem, OR WA",city,2024,11,0,salem
"Salem, OR WA",city,2024,12,0,salem
"Salem, OR WA",city,2024,13,0,salem
"Salem, OR WA",city,2024,14,0,salem
"Salem, OR WA",city,2024,15,0,salem
"Salem, OR WA",city,2024,16,0,salem
"Salem, OR WA",city,2024,17,0,salem
"Salem, OR WA",city,2024,18,0,salem
"Salem, OR WA",city,2024,19,0,salem
"Salem, OR WA",city,2024,20,0.5,salem
"Salem, OR WA",city,2024,21,1.4,salem
"Salem, OR WA",city,2024,22,2.3,salem
"Salem, OR WA",city,2024,23,3.1,salem
"Salinas, CA",city,2024,0,5.1,salinas
"Salinas, CA",city,2024,1,4.5,salinas
"Salinas, CA",city,2024,2,4,salinas
"Salinas, CA",city,2024,3,3.5,salinas
"Salinas, CA",city,2024,4,3.2,salinas
"Salinas, CA",city,2024,5,3,salinas
"Salinas, CA",city,2024,6,2.6,salinas
"Salinas, CA",city,2024,7,2,salinas
"Salinas, CA",city,2024,8,1.7,salinas
"Salinas, CA",city,2024,9,1.7,salinas
"Salinas, CA",city,2024,10,1.8,salinas
"Salinas, CA",city,2024,11,2,salinas
"Salinas, CA",city,2024,12,2.4,salinas
"Salinas, CA",city,2024,13,2.6,salinas
"Salinas, CA",city,2024,14,3,salinas
"Salinas, CA",city,2024,15,3.4,salinas
"Salinas, CA",city,2024,16,4.3,salinas
"Salinas, CA",city,2024,17,5.7,salinas
"Salinas, CA",city,2024,18,6.6,salinas
"Salinas, CA",city,2024,19,7.2,salinas
"Salinas, CA",city,2024,20,7.5,salinas
"Salinas, CA",city,2024,21,7.3,salinas
"Salinas, CA",city,2024,22,6.8,salinas
"Salinas, CA",city,2024,23,6,salinas
"Salt Lake City, UT",city,2024,0,176.8,salt lake city
"Salt Lake City, UT",city,2024,1,155.1,salt lake city
"Salt Lake City, UT",city,2024,2,135.3,salt lake city
"Salt Lake City, UT",city,2024,3,121.9,salt lake city
"Salt Lake City, UT",city,2024,4,110.3,salt lake city
"Salt Lake City, UT",city,2024,5,100.1,salt lake city
"Salt Lake City, UT",city,2024,6,88.6,salt lake city
"Salt Lake City, UT",city,2024,7,70.5,salt lake city
"Salt Lake City, UT",city,2024,8,59.1,salt lake city
"Salt Lake City, UT",city,2024,9,56.9,salt lake city
"Salt Lake City, UT",city,2024,10,61.5,salt lake city
"Salt Lake City, UT",city,2024,11,70.3,salt lake city
"Salt Lake City, UT",city,2024,12,81.2,salt lake city
"Salt Lake City, UT",city,2024,13,90.5,salt lake city
"Salt Lake City, UT",city,2024,14,101.4,salt lake city
"Salt Lake City, UT",city,2024,15,119,salt lake city
"Salt Lake City, UT",city,2024,16,148.3,salt lake city
"Salt Lake City, UT",city,2024,17,194.5,salt lake city
"Salt Lake City, UT",city,2024,18,228.6,salt lake city
"Salt Lake City, UT",city,2024,19,245.8,salt lake city
"Salt Lake City, UT",city,2024,20,256.6,salt lake city
"Salt Lake City, UT",city,2024,21,251.4,salt lake city
"Salt Lake City, UT",city,2024,22,233.8,salt lake city
"Salt Lake City, UT",city,2024,23,208.4,salt lake city
"Salt Lake County, UT",county,2024,0,32,salt lake county
"Salt Lake County, UT",county,2024,1,25.9,salt lake county
"Salt Lake County, UT",county,2024,2,19,salt lake county
"Salt Lake County, UT",county,2024,3,12.2,salt lake county
"Salt Lake County, UT",county,2024,4,6.9,salt lake county
"Salt Lake County, UT",county,2024,5,3.9,salt lake county
"Salt Lake County, UT",county,2024,6,2.5,salt lake county
"Salt Lake County, UT",county,2024,7,1.8,salt lake county
"Salt Lake County, UT",county,2024,8,1.5,salt lake county
"Salt Lake County, UT",county,2024,9,1.4,salt lake county
"Salt Lake County, UT",county,2024,10,1.4,salt lake county
"Salt Lake County, UT",county,2024,11,1.6,salt lake county
"Salt Lake County, UT",county,2024,12,1.9,salt lake county
"Salt Lake County, UT",county,2024,13,2.2,salt lake county
"Salt Lake County, UT",county,2024,14,2.2,salt lake county
"Salt Lake County, UT",county,2024,15,2.4,salt lake county
"Salt Lake County, UT",county,2024,16,2.8,salt lake county
"Salt Lake County, UT",county,2024,17,3.8,salt lake county
"Salt Lake County, UT",county,2024,18,4.3,salt lake county
"Salt Lake County, UT",county,2024,19,4.7,salt lake county
"Salt Lake County, UT",county,2024,20,9.1,salt lake county
"Salt Lake County, UT",county,2024,21,17.2,salt lake county
"Salt Lake County, UT",county,2024,22,24.5,salt lake county
"Salt Lake County, UT",county,2024,23,30.9,salt lake county
"San Antonio, TX",city,2024,0,21.1,san antonio
"San Antonio, TX",city,2024,1,18.3,san antonio
"San Antonio, TX",city,2024,2,15.6,san antonio
"San Antonio, TX",city,2024,3,13.4,san antonio
"San Antonio, TX",city,2024,4,11.7,san antonio
"San Antonio, TX",city,2024,5,10.3,san antonio
"San Antonio, TX",city,2024,6,9,san antonio
"San Antonio, TX",city,2024,7,7.2,san antonio
"San Antonio, TX",city,2024,8,6,san antonio
"San Antonio, TX",city,2024,9,5.8,san antonio
"San Antonio, TX",city,2024,10,6.2,san antonio
"San Antonio, TX",city,2024,11,7.2,san antonio
"San Antonio, TX",city,2024,12,8.2,san antonio
"San Antonio, TX",city,2024,13,9.2,san antonio
"San Antonio, TX",city,2024,14,10.2,san antonio
"San Antonio, TX",city,2024,15,12,san antonio
"San Antonio, TX",city,2024,16,15,san antonio
"San Antonio, TX",city,2024,17,19.7,san antonio
"San Antonio, TX",city,2024,18,23.1,san antonio
"San Antonio, TX",city,2024,19,24.8,san antonio
"San Antonio, TX",city,2024,20,26.4,san antonio
"San Antonio, TX",city,2024,21,26.8,san antonio
"San Antonio, TX",city,2024,22,25.9,san antonio
"San Antonio, TX",city,2024,23,24.2,san antonio
"San Diego County, CA",county,2024,0,41,san diego county
"San Diego County, CA",county,2024,1,34.3,san diego county
"San Diego County, CA",county,2024,2,27,san diego county
"San Diego County, CA",county,2024,3,20.7,san diego county
"San Diego County, CA",county,2024,4,15.6,san diego county
"San Diego County, CA",county,2024,5,12.2,san diego county
"San Diego County, CA",county,2024,6,10.1,san diego county
"San Diego County, CA",county,2024,7,8,san diego county
"San Diego County, CA",county,2024,8,6.6,san diego county
"San Diego County, CA",county,2024,9,6.2,san diego county
"San Diego County, CA",county,2024,10,6.8,san diego county
"San Diego County, CA",county,2024,11,7.7,san diego county
"San Diego County, CA",county,2024,12,9,san diego county
"San Diego County, CA",county,2024,13,10,san diego county
"San Diego County, CA",county,2024,14,11,san diego county
"San Diego County, CA",county,2024,15,12.8,san diego county
"San Diego County, CA",county,2024,16,15.9,san diego county
"San Diego County, CA",county,2024,17,20.9,san diego county
"San Diego County, CA",county,2024,18,24.4,san diego county
"San Diego County, CA",county,2024,19,26.2,san diego county
"San Diego County, CA",county,2024,20,30.7,san diego county
"San Diego County, CA",county,2024,21,36.4,san diego county
"San Diego County, CA",county,2024,22,40.6,san diego county
"San Diego County, CA",county,2024,23,43.1,san diego county
"San Diego, CA",city,2024,0,1.9,san diego
"San Diego, CA",city,2024,1,1.7,san diego
"San Diego, CA",city,2024,2,1.5,san diego
"San Diego, CA",city,2024,3,1.2,san diego
"San Diego, CA",city,2024,4,1.1,san diego
"San Diego, CA",city,2024,5,1,san diego
"San Diego, CA",city,2024,6,0.9,san diego
"San Diego, CA",city,2024,7,0.8,san diego
"San Diego, CA",city,2024,8,0.7,san diego
"San Diego, CA",city,2024,9,0.6,san diego
"San Diego, CA",city,2024,10,0.7,san diego
"San Diego, CA",city,2024,11,0.8,san diego
"San Diego, CA",city,2024,12,0.9,san diego
"San Diego, CA",city,2024,13,1,san diego
"San Diego, CA",city,2024,14,1.1,san diego
"San Diego, CA",city,2024,15,1.2,san diego
"San Diego, CA",city,2024,16,1.6,san diego
"San Diego, CA",city,2024,17,2,san diego
"San Diego, CA",city,2024,18,2.5,san diego
"San Diego, CA",city,2024,19,2.6,san diego
"San Diego, CA",city,2024,20,2.7,san diego
"San Diego, CA",city,2024,21,2.7,san diego
"San Diego, CA",city,2024,22,2.5,san diego
"San Diego, CA",city,2024,23,2.3,san diego
"San Francisco, CA",city,2024,0,43.9,san francisco
"San Francisco, CA",city,2024,1,38.4,san francisco
"San Francisco, CA",city,2024,2,33.5,san francisco
"San Francisco, CA",city,2024,3,30.2,san francisco
"San Francisco, CA",city,2024,4,27.4,san francisco
"San Francisco, CA",city,2024,5,24.8,san francisco
"San Francisco, CA",city,2024,6,21.9,san francisco
"San Francisco, CA",city,2024,7,17.5,san francisco
"San Francisco, CA",city,2024,8,14.7,san francisco
"San Francisco, CA",city,2024,9,14.1,san francisco
"San Francisco, CA",city,2024,10,15.2,san francisco
"San Francisco, CA",city,2024,11,17.4,san francisco
"San Francisco, CA",city,2024,12,20.1,san francisco
"San Francisco, CA",city,2024,13,22.4,san francisco
"San Francisco, CA",city,2024,14,25.1,san francisco
"San Francisco, CA",city,2024,15,29.5,san francisco
"San Francisco, CA",city,2024,16,36.7,san francisco
"San Francisco, CA",city,2024,17,48.3,san francisco
"San Francisco, CA",city,2024,18,56.7,san francisco
"San Francisco, CA",city,2024,19,60.9,san francisco
"San Francisco, CA",city,2024,20,63.6,san francisco
"San Francisco, CA",city,2024,21,62.4,san francisco
"San Francisco, CA",city,2024,22,58,san francisco
"San Francisco, CA",city,2024,23,51.7,san francisco
"San Jose, CA",city,2024,0,195.2,san jose
"San Jose, CA",city,2024,1,167.4,san jose
"San Jose, CA",city,2024,2,139.5,san jose
"San Jose, CA",city,2024,3,117.2,san jose
"San Jose, CA",city,2024,4,98.9,san jose
"San Jose, CA",city,2024,5,85.5,san jose
"San Jose, CA",city,2024,6,74.1,san jose
"San Jose, CA",city,2024,7,58.6,san jose
"San Jose, CA",city,2024,8,49.1,san jose
"San Jose, CA",city,2024,9,47.2,san jose
"San Jose, CA",city,2024,10,50.8,san jose
"San Jose, CA",city,2024,11,58.1,san jose
"San Jose, CA",city,2024,12,67.3,san jose
"San Jose, CA",city,2024,13,74.8,san jose
"San Jose, CA",city,2024,14,83.5,san jose
"San Jose, CA",city,2024,15,97.7,san jose
"San Jose, CA",city,2024,16,121.6,san jose
"San Jose, CA",city,2024,17,159.5,san jose
"San Jose, CA",city,2024,18,187.4,san jose
"San Jose, CA",city,2024,19,201.5,san jose
"San Jose, CA",city,2024,20,217.6,san jose
"San Jose, CA",city,2024,21,227.6,san jose
"San Jose, CA",city,2024,22,226.8,san jose
"San Jose, CA",city,2024,23,218,san jose
"San Mateo, CA",city,2024,0,3.2,san mateo
"San Mateo, CA",city,2024,1,2.7,san mateo
"San Mateo, CA",city,2024,2,2.4,san mateo
"San Mateo, CA",city,2024,3,2.2,san mateo
"San Mateo, CA",city,2024,4,1.9,san mateo
"San Mateo, CA",city,2024,5,1.8,san mateo
"San Mateo, CA",city,2024,6,1.6,san mateo
"San Mateo, CA",city,2024,7,1.2,san mateo
"San Mateo, CA",city,2024,8,1,san mateo
"San Mateo, CA",city,2024,9,1,san mateo
"San Mateo, CA",city,2024,10,1.1,san mateo
"San Mateo, CA",city,2024,11,1.2,san mateo
"San Mateo, CA",city,2024,12,1.5,san mateo
"San Mateo, CA",city,2024,13,1.6,san mateo
"San Mateo, CA",city,2024,14,1.8,san mateo
"San Mateo, CA",city,2024,15,2.2,san mateo
"San Mateo, CA",city,2024,16,2.6,san mateo
"San Mateo, CA",city,2024,17,3.4,san mateo
"San Mateo, CA",city,2024,18,4.1,san mateo
"San Mateo, CA",city,2024,19,4.3,san mateo
"San Mateo, CA",city,2024,20,4.5,san mateo
"San Mateo, CA",city,2024,21,4.4,san mateo
"San Mateo, CA",city,2024,22,4.1,san mateo
"San Mateo, CA",city,2024,23,3.8,san mateo
"Santa Clara County, CA",county,2024,0,42.4,santa clara county
"Santa Clara County, CA",county,2024,1,36.4,santa clara county
"Santa Clara County, CA",county,2024,2,30.3,santa clara county
"Santa Clara County, CA",county,2024,3,25.5,santa clara county
"Santa Clara County, CA",county,2024,4,21.5,santa clara county
"Santa Clara County, CA",county,2024,5,18.6,santa clara county
"Santa Clara County, CA",county,2024,6,16.1,santa clara county
"Santa Clara County, CA",county,2024,7,12.7,santa clara county
"Santa Clara County, CA",county,2024,8,10.7,santa clara county
"Santa Clara County, CA",county,2024,9,10.2,santa clara county
"Santa Clara County, CA",county,2024,10,11,santa clara county
"Santa Clara County, CA",county,2024,11,12.6,santa clara county
"Santa Clara County, CA",county,2024,12,14.7,santa clara county
"Santa Clara County, CA",county,2024,13,16.2,santa clara county
"Santa Clara County, CA",county,2024,14,18.2,santa clara county
"Santa Clara County, CA",county,2024,15,21.2,santa clara county
"Santa Clara County, CA",county,2024,16,26.5,santa clara county
"Santa Clara County, CA",county,2024,17,34.8,santa clara county
"Santa Clara County, CA",county,2024,18,40.8,santa clara county
"Santa Clara County, CA",county,2024,19,43.9,santa clara county
"Santa Clara County, CA",county,2024,20,47.4,santa clara county
"Santa Clara County, CA",county,2024,21,49.5,santa clara county
"Santa Clara County, CA",county,2024,22,49.3,santa clara county
"Santa Clara County, CA",county,2024,23,47.4,santa clara county
"Santa Clara, CA",city,2024,0,10,santa clara
"Santa Clara, CA",city,2024,1,8.1,santa clara
"Santa Clara, CA",city,2024,2,6,santa clara
"Santa Clara, CA",city,2024,3,4,santa clara
"Santa Clara, CA",city,2024,4,2.4,santa clara
"Santa Clara, CA",city,2024,5,1.4,santa clara
